title,real_title,href,date 
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb03\xe4\xba\x91\xe9\xa1\xb6\xe5\xa4\xa9\xe5\xae\xab',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe5\x85\xab\xe7\xab\xa0 \xe8\xa5\xbf\xe6\xb2\x99\xe7\x9a\x84\xe5\x89\x8d\xe5\xa5\x8f',b'http://seputu.com/biji3/184.html',b'2012-5-22 23:19:27'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe4\xb9\x9d\xe7\xab\xa0 \xe5\xbd\x95\xe5\x83\x8f\xe5\xb8\xa6',b'http://seputu.com/biji4/185.html',b'2012-5-22 23:20:9'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe7\xab\xa0 \xe8\xa3\x98\xe5\xbe\xb7\xe8\x80\x83',b'http://seputu.com/biji4/186.html',b'2012-5-22 23:20:50'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe4\xb8\x80\xe7\xab\xa0 \xe9\x9d\x92\xe9\x93\x9c\xe7\x9a\x84\xe4\xb8\xb9\xe7\x82\x89',b'http://seputu.com/biji4/187.html',b'2012-5-22 23:21:20'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe4\xba\x8c\xe7\xab\xa0 \xe6\x98\x9f\xe7\x9b\x98',b'http://seputu.com/biji4/188.html',b'2012-5-22 23:21:48'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe4\xb8\x89\xe7\xab\xa0 \xe8\xa5\xbf\xe6\xb2\x99\xe7\x9a\x84\xe7\x9c\x9f\xe7\x9b\xb8',b'http://seputu.com/biji4/189.html',b'2012-5-22 23:29:8'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe5\x9b\x9b\xe7\xab\xa0 \xe6\xb7\xb1\xe6\xb5\xb7',b'http://seputu.com/biji4/190.html',b'2012-5-22 23:29:42'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe4\xba\x94\xe7\xab\xa0 \xe6\xb5\xae\xe5\xb0\xb8',b'http://seputu.com/biji4/191.html',b'2012-5-22 23:30:20'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe5\x85\xad\xe7\xab\xa0 \xe6\xb2\x89\xe8\x88\xb9',b'http://seputu.com/biji4/192.html',b'2012-5-22 23:31:0'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe4\xb8\x83\xe7\xab\xa0 \xe5\x93\xa8\xe5\xad\x90\xe6\xa3\xba',b'http://seputu.com/biji4/193.html',b'2012-5-22 23:31:29'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe5\x85\xab\xe7\xab\xa0 \xe5\xb0\xbf',b'http://seputu.com/biji4/194.html',b'2012-5-22 23:32:13'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe4\xb9\x9d\xe7\xab\xa0 \xe6\x9c\xba\xe5\x85\xb3',b'http://seputu.com/biji4/195.html',b'2012-5-22 23:32:47'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe5\x8d\x81\xe7\xab\xa0 \xe8\x99\xab\xe8\x84\x91',b'http://seputu.com/biji4/196.html',b'2012-5-22 23:33:39'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe5\x8d\x81\xe4\xb8\x80\xe7\xab\xa0 \xe9\xbb\x91\xe6\x9a\x97\xe4\xb8\xad\xe7\x9a\x84\xe7\xac\xac\xe4\xb8\x89\xe4\xba\xba',b'http://seputu.com/biji4/197.html',b'2012-5-22 23:34:26'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe5\x8d\x81\xe4\xba\x8c\xe7\xab\xa0 \xe6\x8a\x89\xe6\x8b\xa9',b'http://seputu.com/biji4/198.html',b'2012-5-22 23:35:1'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe5\x8d\x81\xe4\xb8\x89\xe7\xab\xa0 \xe4\xb8\x8a\xe5\xb8\x9d\xe7\x9a\x84\xe5\x8d\x81\xe5\x88\x86\xe9\x92\x9f',b'http://seputu.com/biji4/199.html',b'2012-5-22 23:35:41'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe5\x8d\x81\xe5\x9b\x9b\xe7\xab\xa0 \xe6\xad\xbb\xe8\x80\x8c\xe5\xa4\x8d\xe7\x94\x9f\xe7\x9a\x84\xe4\xba\xba',b'http://seputu.com/biji4/200.html',b'2012-5-22 23:36:18'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe5\x8d\x81\xe4\xba\x94\xe7\xab\xa0 \xe9\x87\x8d\xe5\x90\xaf',b'http://seputu.com/biji4/201.html',b'2012-5-22 23:36:46'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe5\x8d\x81\xe5\x85\xad\xe7\xab\xa0 \xe5\x87\xba\xe9\x99\xa2',b'http://seputu.com/biji4/202.html',b'2012-5-22 23:37:15'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe5\x8d\x81\xe4\xb8\x83\xe7\xab\xa0 \xe7\x94\xbb\xe9\x9d\xa2',b'http://seputu.com/biji4/203.html',b'2012-5-22 23:37:46'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe5\x8d\x81\xe5\x85\xab\xe7\xab\xa0 \xe7\xac\xac\xe5\x8d\x81\xe4\xb8\x80\xe4\xb8\xaa\xe4\xba\xba',b'http://seputu.com/biji4/204.html',b'2012-5-22 23:38:22'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\x8a\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe5\x8d\x81\xe4\xb9\x9d\xe7\xab\xa0 \xe5\xb0\xbe\xe5\xa3\xb0',b'http://seputu.com/biji4/205.html',b'2012-5-22 23:39:14'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe4\xb8\x80\xe7\xab\xa0 \xe7\xa8\x80\xe5\xae\xa2',b'http://seputu.com/biji4/206.html',b'2012-5-22 23:39:51'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe7\xab\xa0 \xe6\x96\xb0\xe7\x9a\x84\xe7\xba\xbf\xe7\xb4\xa2',b'http://seputu.com/biji4/207.html',b'2012-5-22 23:43:52'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe4\xb8\x89\xe7\xab\xa0 \xe5\xbd\x95\xe5\x83\x8f\xe5\xb8\xa6\xe9\x87\x8c\xe7\x9a\x84\xe8\x80\x81\xe5\xae\x85',b'http://seputu.com/biji4/208.html',b'2012-5-22 23:44:24'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe5\x9b\x9b\xe7\xab\xa0 \xe5\xae\x8c\xe5\x85\xa8\xe6\xb7\xb7\xe4\xb9\xb1',b'http://seputu.com/biji4/209.html',b'2012-5-22 23:44:57'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x94\xe7\xab\xa0 \xe5\xbd\x95\xe5\x83\x8f\xe5\xb8\xa6\xe7\x9a\x84\xe7\x9c\x9f\xe6\xad\xa3\xe7\xa7\x98\xe5\xaf\x86',b'http://seputu.com/biji4/210.html',b'2012-5-22 23:45:36'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe5\x85\xad\xe7\xab\xa0 \xe6\x9d\xa5\xe8\x87\xaa\xe5\x9c\xb0\xe7\x8b\xb1\xe7\x9a\x84\xe8\xaf\xb7\xe6\x9f\xac',b'http://seputu.com/biji4/211.html',b'2012-5-22 23:46:6'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe4\xb8\x83\xe7\xab\xa0 \xe9\xac\xbc\xe6\xa5\xbc',b'http://seputu.com/biji4/212.html',b'2012-5-22 23:46:38'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe5\x85\xab\xe7\xab\xa0 306',b'http://seputu.com/biji4/213.html',b'2012-5-22 23:47:19'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe4\xb9\x9d\xe7\xab\xa0 \xe7\xba\xbf\xe7\xb4\xa2',b'http://seputu.com/biji4/214.html',b'2012-5-22 23:47:51'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe7\xab\xa0 \xe8\xae\xa1\xe5\x88\x92',b'http://seputu.com/biji4/215.html',b'2012-5-22 23:48:25'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe4\xb8\x80\xe7\xab\xa0 \xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb0',b'http://seputu.com/biji4/216.html',b'2012-5-22 23:49:0'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe4\xba\x8c\xe7\xab\xa0 \xe6\x96\x87\xe9\x94\xa6\xe7\x9a\x84\xe7\xac\x94\xe8\xae\xb0',b'http://seputu.com/biji4/217.html',b'2012-5-22 23:49:37'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe4\xb8\x89\xe7\xab\xa0 \xe9\xbb\x91\xe6\x9a\x97',b'http://seputu.com/biji4/218.html',b'2012-5-22 23:50:18'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe5\x9b\x9b\xe7\xab\xa0 \xe6\x83\x8a\xe5\x8f\x98',b'http://seputu.com/biji4/219.html',b'2012-5-22 23:50:48'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe4\xba\x94\xe7\xab\xa0 \xe9\x87\x8d\xe9\x80\xa2',b'http://seputu.com/biji4/220.html',b'2012-5-22 23:51:19'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe5\x85\xad\xe7\xab\xa0 \xe8\x90\xa5\xe5\x9c\xb0',b'http://seputu.com/biji4/221.html',b'2012-5-22 23:52:0'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe4\xb8\x83\xe7\xab\xa0 \xe5\x87\xba\xe5\x8f\x91',b'http://seputu.com/biji4/222.html',b'2012-5-22 23:52:39'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe5\x85\xab\xe7\xab\xa0 \xe6\x96\x87\xe9\x94\xa6\xe7\x9a\x84\xe5\x8f\xa3\xe4\xbf\xa1',b'http://seputu.com/biji4/223.html',b'2012-5-22 23:53:57'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe5\x8d\x81\xe4\xb9\x9d\xe7\xab\xa0 \xe5\x86\x8d\xe6\xac\xa1\xe5\x87\xba\xe5\x8f\x91',b'http://seputu.com/biji4/224.html',b'2012-5-22 23:54:36'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe5\x8d\x81\xe7\xab\xa0 \xe8\xbf\xb7\xe8\xb7\xaf',b'http://seputu.com/biji4/225.html',b'2012-5-22 23:55:20'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe5\x8d\x81\xe4\xb8\x80\xe7\xab\xa0 \xe9\xad\x94\xe9\xac\xbc\xe5\x9f\x8e',b'http://seputu.com/biji4/226.html',b'2012-5-22 23:56:1'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe5\x8d\x81\xe4\xba\x8c\xe7\xab\xa0 \xe9\xad\x94\xe9\xac\xbc\xe7\x9a\x84\xe5\x91\xbc\xe5\x8f\xab',b'http://seputu.com/biji4/227.html',b'2012-5-23 0:2:34'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe5\x8d\x81\xe4\xb8\x89\xe7\xab\xa0 \xe6\xb2\x99\xe6\xb5\xb7\xe6\xb2\x89\xe8\x88\xb9',b'http://seputu.com/biji4/228.html',b'2012-5-23 0:3:8'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe5\x8d\x81\xe5\x9b\x9b\xe7\xab\xa0 \xe8\xa5\xbf\xe7\x8e\x8b\xe6\xaf\x8d\xe7\xbd\x90',b'http://seputu.com/biji4/229.html',b'2012-5-23 0:4:4'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe5\x8d\x81\xe4\xba\x94\xe7\xab\xa0 \xe9\xac\xbc\xe5\xa4\xb4',b'http://seputu.com/biji4/230.html',b'2012-5-23 0:4:36'
b'\xe7\x9b\x97\xe5\xa2\x93\xe7\xac\x94\xe8\xae\xb04\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e',b'\xe8\x9b\x87\xe6\xb2\xbc\xe9\xac\xbc\xe5\x9f\x8e\xef\xbc\x88\xe4\xb8\xad\xef\xbc\x89 \xe7\xac\xac\xe4\xba\x8c\xe5\x8d\x81\xe5\x85\xad\xe7\xab\xa0 \xe5\x90\xaf\xe7\xa4\xba\xe5\xbd\x95',b'http://seputu.com/biji4/231.html',b'2012-5-23 0:5:6'
